original_dir,old_name,new_name,file_size_bytes,year,name_year,date,site,Location for cluster,Latittude for cluster,Longitude for cluster,latitude,longitude,altitude,start time,# parrots,behavior,province,species,sorted
CPV2017ContactCalls,1105.23.09.95.wav,1105.23.09.95.wav,,2017,1105.23.09.95-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.23.12.20.wav,1105.23.12.20.wav,,2017,1105.23.12.20-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.23.31.25.wav,1105.23.31.25.wav,,2017,1105.23.31.25-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.02.45.wav,1105.26.02.45.wav,,2017,1105.26.02.45-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.04.70.wav,1105.26.04.70.wav,,2017,1105.26.04.70-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.11.25.wav,1105.26.11.25.wav,,2017,1105.26.11.25-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.20.75.wav,1105.26.20.75.wav,,2017,1105.26.20.75-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.46.70.wav,1105.26.46.70.wav,,2017,1105.26.46.70-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.51.75.wav,1105.26.51.75.wav,,2017,1105.26.51.75-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.26.59.00.wav,1105.26.59.00.wav,,2017,1105.26.59.00-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.27.06.20.wav,1105.27.06.20.wav,,2017,1105.27.06.20-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1105.27.08.65.wav,1105.27.08.65.wav,,2017,1105.27.08.65-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,7:49 AM,60,Flying,Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.04.10.90.wav,1106.04.10.90.wav,,2017,1106.04.10.90-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.04.11.65.wav,1106.04.11.65.wav,,2017,1106.04.11.65-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.06.35.65.wav,1106.06.35.65.wav,,2017,1106.06.35.65-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.06.40.00.wav,1106.06.40.00.wav,,2017,1106.06.40.00-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.07.00.40.wav,1106.07.00.40.wav,,2017,1106.07.00.40-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2017ContactCalls,1106.07.28.90.wav,1106.07.28.90.wav,,2017,1106.07.28.90-2017.wav,5/6/17,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,S 32.796151,E 026.850575,1650 feet,8:15 AM,200,"Flying, Perching",Eastern Cape,Cape Parrot,unsorted
CPV2018ContactCalls,1077.00.14.30.wav,1077.00.14.30-2018.wav,28694,2018,1077.00.14.30-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.16.15.wav,1077.00.16.15-2018.wav,26466,2018,1077.00.16.15-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.16.55.wav,1077.00.16.55-2018.wav,29468,2018,1077.00.16.55-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.18.05.wav,1077.00.18.05-2018.wav,22692,2018,1077.00.18.05-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.19.10.wav,1077.00.19.10-2018.wav,26464,2018,1077.00.19.10-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.21.75.wav,1077.00.21.75-2018.wav,31012,2018,1077.00.21.75-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.22.55.wav,1077.00.22.55-2018.wav,34958,2018,1077.00.22.55-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.33.30.wav,1077.00.33.30-2018.wav,31268,2018,1077.00.33.30-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.34.20.wav,1077.00.34.20-2018.wav,23720,2018,1077.00.34.20-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.36.35.wav,1077.00.36.35-2018.wav,38646,2018,1077.00.36.35-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.36.90.wav,1077.00.36.90-2018.wav,29124,2018,1077.00.36.90-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.42.35.wav,1077.00.42.35-2018.wav,47738,2018,1077.00.42.35-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.43.40.wav,1077.00.43.40-2018.wav,40706,2018,1077.00.43.40-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1077.00.46.00.wav,1077.00.46.00-2018.wav,35130,2018,1077.00.46.00-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:33 AM,21,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.03.15.wav,1078.00.03.15-2018.wav,35644,2018,1078.00.03.15-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.04.45.wav,1078.00.04.45-2018.wav,35644,2018,1078.00.04.45-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.04.85.wav,1078.00.04.85-2018.wav,28352,2018,1078.00.04.85-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.05.55.wav,1078.00.05.55-2018.wav,26636,2018,1078.00.05.55-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.07.50.wav,1078.00.07.50-2018.wav,27152,2018,1078.00.07.50-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.08.50.wav,1078.00.08.50-2018.wav,26206,2018,1078.00.08.50-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.09.70.wav,1078.00.09.70-2018.wav,30068,2018,1078.00.09.70-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.10.45.wav,1078.00.10.45-2018.wav,34786,2018,1078.00.10.45-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.11.30.wav,1078.00.11.30-2018.wav,18058,2018,1078.00.11.30-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.14.05.wav,1078.00.14.05-2018.wav,16258,2018,1078.00.14.05-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.15.50.wav,1078.00.15.50-2018.wav,23462,2018,1078.00.15.50-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.15.80.wav,1078.00.15.80-2018.wav,37790,2018,1078.00.15.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.41.65.wav,1078.00.41.65-2018.wav,26466,2018,1078.00.41.65-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1078.00.43.05.wav,1078.00.43.05-2018.wav,20718,2018,1078.00.43.05-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:34 AM,1,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.04.85.wav,1081.00.04.85-2018.wav,22948,2018,1081.00.04.85-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.05.80.wav,1081.00.05.80-2018.wav,30326,2018,1081.00.05.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.08.85.wav,1081.00.08.85-2018.wav,31356,2018,1081.00.08.85-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.09.15.wav,1081.00.09.15-2018.wav,28694,2018,1081.00.09.15-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.09.80.wav,1081.00.09.80-2018.wav,19260,2018,1081.00.09.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.10.05.wav,1081.00.10.05-2018.wav,19774,2018,1081.00.10.05-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.18.45.wav,1081.00.18.45-2018.wav,29382,2018,1081.00.18.45-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.18.85.wav,1081.00.18.85-2018.wav,16170,2018,1081.00.18.85-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.19.80.wav,1081.00.19.80-2018.wav,23720,2018,1081.00.19.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.26.15.wav,1081.00.26.15-2018.wav,28610,2018,1081.00.26.15-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.26.50.wav,1081.00.26.50-2018.wav,24578,2018,1081.00.26.50-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.26.80.wav,1081.00.26.80-2018.wav,30584,2018,1081.00.26.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.00.57.95.wav,1081.00.57.95-2018.wav,23462,2018,1081.00.57.95-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.01.20.80.wav,1081.01.20.80-2018.wav,23464,2018,1081.01.20.80-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.01.23.55.wav,1081.01.23.55-2018.wav,46368,2018,1081.01.23.55-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
CPV2018ContactCalls,1081.01.28.30.wav,1081.01.28.30-2018.wav,47138,2018,1081.01.28.30-2018.wav,6/5/18,Alice Pecan Orchard,Alice Pecan Orchard,-32.795,26.85027778,"32 47' 42"" S","26 51' 1"" E",1650 feet,8:45 AM,4,Flying,Eastern Cape,Cape parrot,sorted
